Hotel ID,Review ID,Score,Hotel_ID_Encoded
1_2,3240,6.4,167
1_2,5167,10.0,167
1_2,2867,7.2,167
1_2,6372,6.8,167
1_2,6617,8.8,167
1_2,9003,6.4,167
1_2,1689,9.6,167
1_2,6633,10.0,167
1_2,839,10.0,167
1_2,10067,8.4,167
1_2,9926,10.0,167
1_2,839,10.0,167
1_2,9742,10.0,167
1_2,9496,10.0,167
1_2,612,8.0,167
1_2,9958,10.0,167
1_2,6617,6.4,167
1_2,5065,6.8,167
1_2,13169,10.0,167
1_2,7448,10.0,167
1_2,3409,8.8,167
1_2,6353,8.0,167
1_2,8717,9.2,167
1_2,8717,8.8,167
1_2,6606,8.4,167
1_2,9542,10.0,167
1_2,1943,10.0,167
1_2,5212,6.4,167
1_2,6273,10.0,167
1_2,11167,9.2,167
1_2,6521,8.4,167
1_2,6703,10.0,167
1_2,6602,8.0,167
1_2,6521,9.6,167
1_2,7251,9.2,167
1_2,6349,10.0,167
1_2,6541,10.0,167
1_2,9193,10.0,167
1_2,11805,8.0,167
1_2,3096,10.0,167
1_2,9672,9.6,167
1_2,9460,10.0,167
1_2,9001,9.6,167
1_2,12202,8.4,167
1_2,13151,8.4,167
1_2,7261,6.8,167
1_2,7241,9.6,167
1_2,6349,10.0,167
1_2,9172,10.0,167
1_2,9738,10.0,167
1_2,831,8.8,167
1_2,9578,9.2,167
1_2,9686,6.4,167
1_2,9237,7.6,167
1_2,819,10.0,167
1_2,6602,8.4,167
1_2,3449,10.0,167
1_2,3240,10.0,167
1_2,6583,10.0,167
1_2,6584,10.0,167
1_2,3119,6.8,167
1_2,9260,7.6,167
1_2,9542,9.2,167
1_2,6679,10.0,167
1_2,9508,8.4,167
1_2,7256,8.8,167
1_2,9259,8.4,167
1_2,9195,7.2,167
1_2,9446,6.4,167
1_2,381,9.6,167
1_2,5580,10.0,167
1_2,7455,9.6,167
1_2,9347,8.4,167
1_2,7168,10.0,167
1_2,6604,10.0,167
1_2,7400,8.4,167
1_2,6561,7.6,167
1_2,2640,8.8,167
1_2,6622,9.2,167
1_2,6271,10.0,167
1_2,380,9.6,167
1_2,3481,7.6,167
1_2,6096,8.4,167
1_2,5170,9.2,167
1_2,5046,10.0,167
1_2,3270,8.0,167
1_2,7236,8.4,167
1_2,1963,10.0,167
1_2,3172,10.0,167
1_2,841,10.0,167
1_2,3278,7.2,167
1_2,11186,9.2,167
1_2,4930,8.8,167
1_2,5491,10.0,167
1_3,7081,9.6,178
1_3,2869,9.2,178
1_3,7477,9.6,178
1_3,10123,9.2,178
1_3,9116,10.0,178
1_3,7191,8.0,178
1_3,6097,8.0,178
1_3,1039,8.8,178
1_3,1734,9.2,178
1_3,1849,10.0,178
1_3,7382,9.2,178
1_3,9193,7.6,178
1_3,5536,9.6,178
1_3,9133,8.8,178
1_3,2907,10.0,178
1_3,9148,10.0,178
1_3,3467,10.0,178
1_3,3267,10.0,178
1_3,1328,10.0,178
1_3,7241,7.2,178
1_3,9462,10.0,178
1_3,7251,8.0,178
1_3,13169,6.4,178
1_3,6605,8.0,178
1_3,5945,10.0,178
1_3,6266,8.0,178
1_3,3403,6.8,178
1_3,13108,10.0,178
1_3,9000,7.6,178
1_3,6096,10.0,178
1_3,1963,8.4,178
1_3,7207,6.4,178
1_3,6632,10.0,178
1_3,4789,10.0,178
1_3,6096,10.0,178
1_3,13057,8.4,178
1_3,7206,10.0,178
1_3,7378,10.0,178
1_3,12696,10.0,178
1_3,6602,9.2,178
1_3,10869,10.0,178
1_3,9686,10.0,178
1_3,5212,6.4,178
1_3,4058,10.0,178
1_3,6606,8.8,178
1_3,7252,10.0,178
1_3,10820,10.0,178
1_3,9260,8.0,178
1_3,13106,9.6,178
1_3,3230,8.0,178
1_3,1852,7.2,178
1_3,6579,9.2,178
1_3,6579,10.0,178
1_3,3194,8.8,178
1_3,12194,9.2,178
1_3,9618,8.8,178
1_3,13106,9.6,178
1_3,7255,7.6,178
1_3,12781,6.4,178
1_3,7116,10.0,178
1_3,3457,8.0,178
1_3,3494,8.8,178
1_3,4392,10.0,178
1_3,9580,8.8,178
1_3,1969,10.0,178
1_3,9180,10.0,178
1_3,5359,10.0,178
1_3,705,6.8,178
1_3,7251,10.0,178
1_3,9211,10.0,178
1_3,6602,10.0,178
1_3,9668,9.2,178
1_3,7192,10.0,178
1_3,6687,8.8,178
1_3,577,8.8,178
1_3,3243,10.0,178
1_3,9577,10.0,178
1_3,3243,8.4,178
1_3,10565,10.0,178
1_3,6353,9.2,178
1_3,9485,10.0,178
1_3,1612,8.8,178
1_3,6524,9.2,178
1_3,9259,10.0,178
1_3,782,10.0,178
1_3,725,10.0,178
1_3,12833,9.2,178
1_3,5967,10.0,178
1_3,10863,8.4,178
1_3,6223,10.0,178
1_3,91,7.2,178
1_3,9046,8.8,178
1_3,9033,8.8,178
1_3,10576,9.6,178
1_3,10577,9.2,178
1_3,10154,9.2,178
1_3,3151,7.6,178
1_3,206,7.2,178
1_3,11256,10.0,178
1_3,5271,9.2,178
1_3,5202,8.8,178
1_3,7515,10.0,178
1_3,5324,9.6,178
1_3,13187,10.0,178
1_3,10853,8.8,178
1_3,1130,8.4,178
1_3,750,9.6,178
1_3,6349,7.6,178
1_3,12528,8.0,178
1_3,12240,10.0,178
1_3,12371,9.2,178
1_3,6634,9.2,178
1_3,2993,8.8,178
1_3,4768,10.0,178
1_3,5346,6.4,178
1_3,4885,8.4,178
1_3,10576,9.6,178
1_3,175,10.0,178
1_3,9626,6.8,178
1_3,5516,10.0,178
1_3,9939,10.0,178
1_3,11062,9.2,178
1_3,2181,10.0,178
1_3,7539,9.2,178
1_3,12641,9.6,178
1_3,1925,10.0,178
1_3,3964,9.6,178
1_3,5970,9.6,178
1_3,5219,10.0,178
1_3,1273,9.2,178
1_3,540,10.0,178
1_3,13237,10.0,178
1_3,7638,9.2,178
1_3,9337,9.6,178
1_3,10180,10.0,178
1_3,4798,9.6,178
1_3,1582,10.0,178
1_3,1584,10.0,178
1_3,1594,10.0,178
1_3,5489,10.0,178
1_3,11129,9.2,178
1_3,11129,9.6,178
1_3,2351,8.4,178
1_3,11733,8.4,178
1_3,1239,8.0,178
1_3,8812,10.0,178
1_4,8262,8.8,180
1_4,5240,9.2,180
1_4,8040,9.6,180
1_4,699,7.2,180
1_4,10159,8.8,180
1_4,6722,8.0,180
1_4,8146,10.0,180
1_4,7581,10.0,180
1_4,3431,9.6,180
1_4,8964,8.4,180
1_4,11836,9.2,180
1_4,5640,6.4,180
1_4,13182,10.0,180
1_4,5353,9.6,180
1_4,12078,10.0,180
1_4,508,8.8,180
1_4,2880,10.0,180
1_4,7501,10.0,180
1_4,12544,8.0,180
1_4,5292,6.4,180
1_4,9615,8.8,180
1_4,6193,9.2,180
1_4,1709,7.6,180
1_4,4902,8.0,180
1_4,12149,8.0,180
1_4,8602,10.0,180
1_4,7205,8.4,180
1_4,265,10.0,180
1_4,12281,8.0,180
1_4,697,10.0,180
1_4,11987,10.0,180
1_4,5478,10.0,180
1_4,9932,9.6,180
1_4,4602,8.8,180
1_4,7637,10.0,180
1_4,1053,6.8,180
1_4,1054,7.2,180
1_4,8510,10.0,180
1_4,2509,9.2,180
1_4,197,8.8,180
1_4,8725,9.2,180
1_4,7111,6.4,180
1_4,3919,10.0,180
1_4,4391,10.0,180
1_4,6582,10.0,180
1_4,5257,10.0,180
1_4,7677,10.0,180
1_4,12227,9.2,180
1_4,1914,10.0,180
1_4,1981,10.0,180
1_4,1820,9.6,180
1_4,6648,9.2,180
1_4,1116,10.0,180
1_4,5574,9.6,180
1_4,3525,9.2,180
1_4,4487,8.8,180
1_4,4662,9.6,180
1_4,11929,8.4,180
1_4,11929,8.8,180
1_4,4528,10.0,180
1_4,6098,8.4,180
1_4,8110,8.8,180
1_4,8969,8.4,180
1_4,8110,8.4,180
1_4,139,10.0,180
1_4,3025,6.8,180
1_4,1116,10.0,180
1_4,233,8.4,180
1_4,11052,8.8,180
1_4,4182,10.0,180
1_4,7619,10.0,180
1_4,6894,10.0,180
1_4,5815,10.0,180
1_4,2161,10.0,180
1_4,5337,10.0,180
1_4,9053,10.0,180
1_4,3982,9.6,180
1_4,11084,8.8,180
1_4,8740,10.0,180
1_4,11830,10.0,180
1_4,136,10.0,180
1_4,5437,10.0,180
1_4,6005,10.0,180
1_4,31,9.2,180
1_4,606,8.8,180
1_4,7645,10.0,180
1_4,7762,10.0,180
1_4,8310,10.0,180
1_4,338,8.4,180
1_4,12940,10.0,180
1_4,12834,9.2,180
1_4,2845,9.6,180
1_4,3806,10.0,180
1_4,3766,10.0,180
1_4,4622,10.0,180
1_4,377,10.0,180
1_4,8101,10.0,180
1_4,11823,10.0,180
1_4,701,8.0,180
1_4,7109,10.0,180
1_4,7134,10.0,180
1_4,12288,9.6,180
1_4,4778,10.0,180
1_4,11249,10.0,180
1_4,9878,9.6,180
1_4,11249,10.0,180
1_4,11057,8.0,180
1_4,4970,10.0,180
1_4,7093,6.4,180
1_4,995,9.2,180
1_4,5017,10.0,180
1_4,2924,10.0,180
1_4,4433,10.0,180
1_4,4891,10.0,180
1_4,9145,10.0,180
1_4,12384,9.6,180
1_4,5132,10.0,180
1_4,12797,9.2,180
1_4,6560,7.2,180
1_4,3176,9.2,180
1_4,5486,9.6,180
1_4,10016,10.0,180
1_4,7140,10.0,180
1_4,145,10.0,180
1_4,3241,9.6,180
1_4,6281,7.2,180
1_4,1327,9.6,180
1_4,6606,10.0,180
1_4,9005,7.6,180
1_4,3257,9.6,180
1_4,3099,10.0,180
1_4,13148,10.0,180
1_4,7390,8.8,180
1_4,6098,10.0,180
1_4,380,8.8,180
1_4,1325,8.4,180
1_4,3474,10.0,180
1_4,4401,10.0,180
1_4,3114,10.0,180
1_4,1943,10.0,180
1_4,12740,10.0,180
1_4,6821,8.0,180
1_4,13149,9.2,180
1_4,10924,10.0,180
1_4,13201,10.0,180
1_4,12685,10.0,180
1_4,5498,9.6,180
1_4,5359,8.8,180
1_4,380,8.8,180
1_4,6850,10.0,180
1_4,1999,8.8,180
1_4,10011,10.0,180
1_4,9686,9.6,180
1_4,12390,8.0,180
1_4,4887,9.6,180
1_4,9542,10.0,180
1_4,6602,8.0,180
1_4,9169,9.2,180
1_4,9002,8.8,180
1_4,6579,10.0,180
1_4,10019,9.6,180
1_4,9760,8.0,180
1_4,1916,10.0,180
1_4,6096,9.2,180
1_4,3468,10.0,180
1_4,10901,10.0,180
1_4,9840,8.8,180
1_4,7127,10.0,180
1_4,9237,9.6,180
1_4,4765,9.6,180
1_4,1963,10.0,180
1_4,10064,10.0,180
1_4,1947,10.0,180
1_4,10063,10.0,180
1_4,3435,10.0,180
1_4,2913,10.0,180
1_4,6333,7.2,180
1_4,6098,10.0,180
1_4,5146,9.6,180
1_4,9953,9.6,180
1_4,9163,10.0,180
1_4,10015,10.0,180
1_4,6578,10.0,180
1_4,1849,10.0,180
1_4,6578,10.0,180
1_4,8851,9.6,180
1_4,10289,10.0,180
1_4,159,10.0,180
1_4,9046,8.0,180
1_4,7254,10.0,180
1_4,9260,10.0,180
1_4,1211,9.6,180
1_4,8394,8.8,180
1_4,9514,9.2,180
1_4,6604,10.0,180
1_4,2549,10.0,180
1_4,5931,9.2,180
1_4,3709,8.0,180
1_4,8625,9.2,180
1_4,9843,9.6,180
1_4,10980,10.0,180
1_4,5356,10.0,180
1_4,393,10.0,180
1_4,2878,10.0,180
1_4,4622,10.0,180
1_4,9472,9.6,180
1_4,344,10.0,180
1_4,7045,9.6,180
1_4,756,9.2,180
1_4,437,10.0,180
1_4,9414,8.8,180
1_4,1699,10.0,180
1_4,78,8.8,180
1_4,8250,9.6,180
1_4,4975,10.0,180
1_4,4761,8.8,180
1_4,8991,10.0,180
1_4,6453,7.6,180
1_4,5446,9.2,180
1_4,3308,10.0,180
1_4,993,10.0,180
1_4,2396,10.0,180
1_4,12422,7.6,180
1_4,13720,9.2,180
1_4,10600,10.0,180
1_4,9978,7.6,180
1_4,6177,10.0,180
1_4,4122,8.0,180
1_4,509,8.8,180
1_5,3478,8.0,181
1_5,1177,10.0,181
1_5,1221,10.0,181
1_5,9460,10.0,181
1_5,3438,8.4,181
1_5,1121,9.2,181
1_5,13180,8.8,181
1_5,1814,10.0,181
1_5,1425,9.6,181
1_5,5425,10.0,181
1_5,7235,10.0,181
1_5,7377,9.2,181
1_5,6711,10.0,181
1_5,9874,8.8,181
1_5,9258,8.0,181
1_5,6579,10.0,181
1_5,9002,6.8,181
1_5,10063,8.4,181
1_5,7865,10.0,181
1_5,7119,10.0,181
1_5,7119,9.2,181
1_5,3183,10.0,181
1_5,5402,9.6,181
1_5,10004,9.2,181
1_5,9359,8.8,181
1_5,290,9.6,181
1_5,6096,9.6,181
1_5,4971,9.6,181
1_5,600,8.4,181
1_5,5267,8.4,181
1_5,4429,7.6,181
1_5,8227,10.0,181
1_5,9525,9.2,181
1_5,4889,8.8,181
1_5,1423,10.0,181
1_5,3246,9.2,181
1_5,12243,6.8,181
1_5,8727,10.0,181
1_5,10783,10.0,181
1_5,666,10.0,181
1_5,10188,9.2,181
1_5,3249,8.4,181
1_5,6002,9.2,181
1_5,12571,8.0,181
1_5,9379,10.0,181
1_5,5581,6.8,181
1_5,35,10.0,181
1_5,12243,7.6,181
1_5,4297,10.0,181
1_5,253,9.2,181
1_5,12243,7.2,181
1_5,2274,10.0,181
1_5,1656,10.0,181
1_5,6579,10.0,181
1_5,6557,8.8,181
1_5,7393,10.0,181
1_5,6096,9.2,181
1_5,8623,9.6,181
1_5,8968,8.4,181
1_5,9258,10.0,181
1_5,482,9.6,181
1_5,6564,10.0,181
1_5,1656,10.0,181
1_5,3963,7.2,181
1_5,7150,8.4,181
1_5,9875,9.6,181
1_5,2485,10.0,181
1_5,9946,8.0,181
1_5,7623,6.4,181
1_5,4011,9.6,181
1_5,9020,10.0,181
1_5,465,8.0,181
1_5,1135,9.2,181
1_5,12248,10.0,181
1_5,6572,10.0,181
1_5,4670,8.0,181
1_5,11274,6.4,181
1_5,10665,9.6,181
1_5,11379,10.0,181
1_5,290,10.0,181
1_5,4288,10.0,181
1_5,12777,10.0,181
1_5,7398,9.2,181
1_5,4891,10.0,181
1_5,775,8.0,181
1_5,5069,8.8,181
1_5,8111,7.6,181
1_5,7177,10.0,181
1_5,4678,8.4,181
1_5,4150,7.2,181
1_5,9886,10.0,181
1_5,951,10.0,181
1_5,2094,8.0,181
1_5,8689,9.2,181
1_5,10609,10.0,181
1_5,11122,8.0,181
1_5,8959,8.0,181
1_5,4778,9.2,181
1_5,10002,8.8,181
1_5,9048,9.6,181
1_5,6593,8.4,181
1_5,7070,8.8,181
1_5,4646,6.4,181
1_5,5788,6.4,181
1_5,10610,10.0,181
1_5,8272,10.0,181
1_5,1926,10.0,181
1_5,945,8.8,181
1_5,10206,10.0,181
1_5,10816,7.2,181
1_5,13080,9.6,181
1_5,5173,7.2,181
1_5,10322,10.0,181
1_5,7425,10.0,181
1_5,5742,10.0,181
1_5,5499,8.0,181
1_5,9131,10.0,181
1_5,9460,8.4,181
1_5,9022,10.0,181
1_5,6579,6.4,181
1_5,5356,10.0,181
1_5,7069,10.0,181
1_5,1861,10.0,181
1_5,6579,10.0,181
1_5,9340,10.0,181
1_5,9002,10.0,181
1_5,3438,10.0,181
1_5,9235,7.6,181
1_5,3220,6.4,181
1_5,12844,10.0,181
1_5,6703,7.2,181
1_5,1853,9.6,181
1_5,2460,8.4,181
1_5,2456,8.4,181
1_5,3406,8.0,181
1_5,9752,10.0,181
1_5,1943,10.0,181
1_5,1326,10.0,181
1_5,9876,7.2,181
1_5,5394,9.2,181
1_5,9975,10.0,181
1_5,12891,8.4,181
1_5,9874,7.2,181
1_5,823,10.0,181
1_5,9953,10.0,181
1_5,9678,9.6,181
1_5,3219,9.2,181
1_5,8396,9.6,181
1_5,9464,9.2,181
1_5,4851,8.4,181
1_5,2951,10.0,181
1_5,7241,9.2,181
1_5,4851,8.0,181
1_5,9876,6.8,181
1_5,9874,10.0,181
1_5,6636,8.4,181
1_5,9460,10.0,181
1_5,9464,9.6,181
1_5,9048,9.6,181
1_5,3066,10.0,181
1_5,8698,10.0,181
1_5,1996,8.4,181
1_5,804,10.0,181
1_5,1503,10.0,181
1_5,4833,7.2,181
1_5,1221,10.0,181
1_5,9956,9.2,181
1_5,9280,9.2,181
1_5,7182,8.0,181
1_5,9740,7.6,181
1_5,6602,10.0,181
1_5,9244,8.0,181
1_5,1954,9.6,181
1_5,6609,7.2,181
1_5,9131,10.0,181
1_5,1929,10.0,181
1_5,6632,10.0,181
1_5,10062,10.0,181
1_5,9079,10.0,181
1_5,6602,7.6,181
1_5,9571,8.8,181
1_5,8645,10.0,181
1_5,9257,8.0,181
1_5,3241,8.4,181
1_5,6508,10.0,181
1_5,13157,8.0,181
1_5,2833,10.0,181
1_5,3142,10.0,181
1_5,5534,10.0,181
1_5,13131,8.4,181
1_5,6656,10.0,181
1_5,9450,10.0,181
1_5,4851,10.0,181
1_5,12846,10.0,181
1_5,6349,9.2,181
1_5,1827,10.0,181
1_6,4771,10.0,182
1_6,2835,8.8,182
1_6,1995,10.0,182
1_6,9166,9.6,182
1_6,7206,9.2,182
1_6,3236,10.0,182
1_6,3232,10.0,182
1_6,991,9.6,182
1_6,3144,9.6,182
1_6,550,10.0,182
1_6,778,7.6,182
1_6,6602,10.0,182
1_6,8952,10.0,182
1_6,7383,10.0,182
1_6,6581,9.6,182
1_6,9021,8.8,182
1_6,12283,8.0,182
1_6,6961,10.0,182
1_6,5527,10.0,182
1_6,7116,6.8,182
1_6,9446,10.0,182
1_6,9478,10.0,182
1_6,12735,8.4,182
1_6,7400,10.0,182
1_6,1425,9.6,182
1_6,9000,9.6,182
1_6,5935,10.0,182
1_6,5419,10.0,182
1_6,1352,9.6,182
1_6,6573,10.0,182
1_6,4501,10.0,182
1_6,10179,10.0,182
1_6,5170,10.0,182
1_6,652,9.6,182
1_6,1000,10.0,182
1_6,5136,8.8,182
1_6,621,10.0,182
1_6,6579,10.0,182
1_6,4501,10.0,182
1_6,12376,10.0,182
1_6,4106,9.6,182
1_6,2835,10.0,182
1_6,3109,9.2,182
1_6,5313,9.2,182
1_6,2506,9.2,182
1_6,2431,8.8,182
1_6,2945,9.6,182
1_6,706,8.8,182
1_6,380,10.0,182
1_6,2436,9.6,182
1_6,7152,8.0,182
1_6,8267,10.0,182
1_6,3935,8.0,182
1_6,6756,10.0,182
1_6,11806,9.2,182
1_6,1210,9.6,182
1_6,4368,9.6,182
1_6,1172,10.0,182
1_6,9795,10.0,182
1_6,3934,6.4,182
1_6,1400,8.4,182
1_6,7099,8.8,182
1_6,6580,9.6,182
1_6,3975,9.2,182
1_6,6015,10.0,182
1_6,3988,8.4,182
1_6,1159,10.0,182
1_6,3611,8.4,182
1_6,2177,6.4,182
1_6,2957,6.8,182
1_6,11116,10.0,182
1_6,4895,8.4,182
1_6,2909,10.0,182
1_6,1124,10.0,182
1_6,6579,9.2,182
1_6,6220,10.0,182
1_6,6220,10.0,182
1_6,6235,9.2,182
1_6,8786,9.2,182
1_6,4753,10.0,182
1_6,1907,9.2,182
1_6,4280,9.6,182
1_6,4522,6.8,182
1_6,6426,8.0,182
1_6,12726,8.8,182
1_6,498,9.2,182
1_6,3166,9.6,182
1_6,6579,8.4,182
1_6,5511,9.6,182
1_6,10097,9.2,182
1_6,1210,9.6,182
1_6,1803,10.0,182
1_6,8978,10.0,182
1_6,9314,9.6,182
1_6,5991,8.4,182
1_6,6558,10.0,182
1_6,11025,8.8,182
1_6,9523,10.0,182
1_6,9807,10.0,182
1_6,6583,8.0,182
1_6,48,8.0,182
1_6,7099,6.8,182
1_6,7100,7.2,182
1_6,9198,8.8,182
1_6,10209,10.0,182
1_6,2463,10.0,182
