Hotel ID,Score,Reviewer_ID
1_2,8.0,Phát_7220.0_1.0
1_2,10.0,Hoang_3114.0_1.0
1_2,10.0,Uyên_9824.0_1.0
1_2,10.0,Linh_5356.0_1.0
1_2,10.0,Hoàng_3182.0_1.0
1_2,8.8,Trung_9525.0_1.0
1_2,10.0,Tùng_9739.0_1.0
1_2,10.0,My_6238.0_1.0
1_2,8.0,Võ_10039.0_1.0
1_2,10.0,Hằng_3466.0_1.0
1_2,8.4,Thắng_9243.0_1.0
1_2,9.6,Bích_815.0_1.0
1_2,10.0,trâm_12797.0_1.0
1_2,10.0,huynh_11444.0_1.0
1_2,10.0,Nhi_6656.0_1.0
1_2,9.6,Thục_9272.0_1.0
1_2,10.0,Khánh_4823.0_1.0
1_2,8.8,Tan_8924.0_1.0
1_2,10.0,Huỳnh_3278.0_1.0
1_2,10.0,Phan_7124.0_1.0
1_2,9.6,Võ_10038.0_2.0
1_2,10.0,Nguyễn_6602.0_1.0
1_2,9.6,Hien_3028.0_1.0
1_2,10.0,Xe_10269.0_1.0
1_2,10.0,Phước_7243.0_1.0
1_2,10.0,Minaa_6082.0_1.0
1_2,10.0,Minh_6096.0_1.0
1_2,6.8,Vinh_9953.0_1.0
1_2,10.0,Quỳnh_7455.0_1.0
1_2,9.2,Trần_9576.0_1.0
1_2,6.4,Huy_3240.0_1.0
1_2,10.0,Lan_5167.0_1.0
1_2,7.2,Hai_2867.0_1.0
1_2,6.8,NGỌC_6372.0_1.0
1_2,8.8,Ngân_6617.0_1.0
1_2,6.4,Thanh_9003.0_1.0
1_2,9.6,Dat_1689.0_1.0
1_2,10.0,Ngọc_6633.0_1.0
1_2,10.0,Bộ_839.0_1.0
1_2,8.4,Vương_10067.0_1.0
1_2,10.0,Viet_9926.0_1.0
1_2,10.0,Bộ_839.0_2.0
1_2,10.0,Tú_9742.0_1.0
1_2,10.0,Trinh_9496.0_1.0
1_2,8.0,Bap_612.0_1.0
1_2,10.0,Vinh_9958.0_1.0
1_2,6.4,Ngân_6617.0_1.0
1_2,6.8,LE_5065.0_1.0
1_2,10.0,Đạt_13169.0_1.0
1_2,10.0,Quốc_7448.0_1.0
1_2,8.8,Hào_3409.0_1.0
1_2,8.0,NGUYEN_6353.0_1.0
1_2,9.2,THANH_8717.0_1.0
1_2,8.8,THANH_8717.0_2.0
1_2,8.4,Nguyễn_6606.0_1.0
1_2,10.0,Trâm_9542.0_1.0
1_2,10.0,Dung_1943.0_1.0
1_2,6.4,Le_5212.0_1.0
1_2,10.0,Mạnh_6273.0_1.0
1_2,9.2,duc_11167.0_1.0
1_2,8.4,Ngat_6521.0_1.0
1_2,10.0,Như_6703.0_1.0
1_2,8.0,Nguyễn_6602.0_1.0
1_2,9.6,Ngat_6521.0_2.0
1_2,9.2,Phạm_7251.0_1.0
1_2,10.0,NGUYEN_6349.0_1.0
1_2,10.0,Nghĩa_6541.0_1.0
1_2,10.0,Thành_9193.0_1.0
1_2,8.0,kha_11805.0_1.0
1_2,10.0,Hoa_3096.0_1.0
1_2,9.6,Tuyết_9672.0_1.0
1_2,10.0,Trang_9460.0_1.0
1_2,9.6,Thanh_9001.0_1.0
1_2,8.4,nguyễn_12202.0_1.0
1_2,8.4,Đình_13151.0_1.0
1_2,6.8,Phụng_7261.0_1.0
1_2,9.6,Phương_7241.0_1.0
1_2,10.0,NGUYEN_6349.0_2.0
1_2,10.0,Thuyên_9172.0_1.0
1_2,10.0,Tùng_9738.0_1.0
1_2,8.8,Bảo_831.0_1.0
1_2,9.2,Trần_9578.0_1.0
1_2,6.4,Tuấn_9686.0_1.0
1_2,7.6,Thảo_9237.0_1.0
1_2,10.0,Bùi_819.0_1.0
1_2,8.4,Nguyễn_6602.0_1.0
1_2,10.0,Hạnh_3449.0_1.0
1_2,10.0,Huy_3240.0_1.0
1_2,10.0,Nguyen_6583.0_2.0
1_2,10.0,Nguyen_6584.0_1.0
1_2,6.8,Hoang_3119.0_1.0
1_2,7.6,Thị_9260.0_1.0
1_2,9.2,Trâm_9542.0_1.0
1_2,10.0,Nhung_6679.0_1.0
1_2,8.4,Trong_9508.0_1.0
1_2,8.8,Phạm_7256.0_1.0
1_2,8.4,Thị_9259.0_1.0
1_2,7.2,Thành_9195.0_1.0
1_2,6.4,Tran_9446.0_1.0
1_2,9.6,Anh_381.0_1.0
1_2,10.0,MAI_5580.0_1.0
1_2,9.6,Quỳnh_7455.0_1.0
1_2,8.4,Tiến_9347.0_1.0
1_2,10.0,Phong_7168.0_1.0
1_2,10.0,Nguyễn_6604.0_1.0
1_2,8.4,Quoc_7400.0_1.0
1_2,7.6,Ngoc_6561.0_1.0
1_2,8.8,HIEN_2640.0_1.0
1_2,9.2,Ngân_6622.0_1.0
1_2,10.0,Mạnh_6271.0_1.0
1_2,9.6,Anh_380.0_1.0
1_2,7.6,Hồng_3481.0_1.0
1_2,8.4,Minh_6096.0_1.0
1_2,9.2,Lan_5170.0_1.0
1_2,10.0,Kỳ_5046.0_1.0
1_2,8.0,Huân_3270.0_1.0
1_2,8.4,Phương_7236.0_1.0
1_2,10.0,Duy_1963.0_1.0
1_2,10.0,Hoài_3172.0_1.0
1_2,10.0,C_841.0_1.0
1_2,7.2,Huỳnh_3278.0_1.0
1_2,9.2,duyên_11186.0_1.0
1_2,8.8,Kiệt_4930.0_1.0
1_2,10.0,Luyến_5491.0_1.0
1_2,9.2,Kim_4889.0_1.0
1_2,9.6,Thi_9039.0_1.0
1_2,10.0,KHUONG_4507.0_1.0
1_2,8.8,DANG_1469.0_1.0
1_2,8.0,Lam_5158.0_1.0
1_2,9.2,Nguyễn_6602.0_1.0
1_2,6.8,Nhật_6715.0_1.0
1_2,9.6,Son_8395.0_1.0
1_2,6.4,Oanh_6845.0_1.0
1_2,7.6,Lê_5536.0_1.0
1_2,10.0,Hoàng_3185.0_1.0
1_2,10.0,Hương_3432.0_1.0
1_2,9.6,baophuong_10927.0_1.0
1_2,10.0,Công_1427.0_1.0
1_2,9.2,nguyễn_12205.0_1.0
1_2,10.0,Huỳnh_3279.0_1.0
1_2,8.8,Thi_9049.0_1.0
1_2,10.0,Vo_9988.0_1.0
1_2,8.0,TONY_8779.0_1.0
1_3,9.2,Quang_7382.0_1.0
1_3,7.6,Thành_9193.0_1.0
1_3,9.6,Lê_5536.0_1.0
1_3,8.8,Thu_9133.0_1.0
1_3,10.0,Hang_2907.0_1.0
1_3,10.0,Thuan_9148.0_1.0
1_3,10.0,Hằng_3467.0_1.0
1_3,10.0,Huyền_3267.0_1.0
1_3,10.0,Châu_1328.0_1.0
1_3,7.2,Phương_7241.0_1.0
1_3,10.0,Trang_9462.0_1.0
1_3,8.0,Phạm_7251.0_1.0
1_3,6.4,Đạt_13169.0_1.0
1_3,8.0,Nguyễn_6605.0_1.0
1_3,10.0,Mei_5945.0_1.0
1_3,10.0,Mei_5945.0_2.0
1_3,8.0,Mình_6266.0_1.0
1_3,6.8,Hà_3403.0_1.0
1_3,10.0,Ánh_13108.0_1.0
1_3,7.6,Thanh_9000.0_1.0
1_3,10.0,Minh_6096.0_2.0
1_3,8.4,Duy_1963.0_1.0
1_3,6.4,Phuong_7207.0_1.0
1_3,10.0,Ngọc_6632.0_1.0
1_3,10.0,Khiêm_4789.0_1.0
1_3,10.0,Minh_6096.0_3.0
1_3,8.4,yuan_13057.0_1.0
1_3,10.0,Phuong_7206.0_1.0
1_3,10.0,Quang_7378.0_1.0
1_3,10.0,thao_12696.0_1.0
1_3,9.2,Nguyễn_6602.0_1.0
1_3,10.0,akihito_10869.0_1.0
1_3,10.0,Tuấn_9686.0_1.0
1_3,6.4,Le_5212.0_1.0
1_3,10.0,Jen_4058.0_1.0
1_3,8.8,Nguyễn_6606.0_1.0
1_3,10.0,Phạm_7252.0_1.0
1_3,10.0,Zaza_10820.0_1.0
1_3,8.0,Thị_9260.0_2.0
1_3,9.6,Ái_13106.0_1.0
1_3,8.0,Huong_3230.0_1.0
1_3,7.2,Do_1852.0_1.0
1_3,9.2,Nguyen_6579.0_1.0
1_3,10.0,Nguyen_6579.0_2.0
1_3,8.8,Huan_3194.0_1.0
1_3,9.2,nguyen_12194.0_1.0
1_3,8.8,Tuan_9618.0_1.0
1_3,9.6,Ái_13106.0_1.0
1_3,7.6,Phạm_7255.0_1.0
1_3,6.4,trang_12781.0_1.0
1_3,10.0,Pham_7116.0_1.0
1_3,8.0,Hảo_3457.0_1.0
1_3,8.8,Hữu_3494.0_1.0
1_3,10.0,Julie_4392.0_1.0
1_3,10.0,Julie_4392.0_2.0
1_3,8.8,Trần_9580.0_1.0
1_3,10.0,Duyen_1969.0_1.0
1_3,10.0,Thuỳ_9180.0_1.0
1_3,10.0,Linh_5359.0_1.0
1_3,6.8,Bích_705.0_1.0
1_3,10.0,Phạm_7251.0_1.0
1_3,10.0,Thùy_9211.0_1.0
1_3,10.0,Thùy_9211.0_2.0
1_3,10.0,Nguyễn_6602.0_1.0
1_3,9.2,Tuyên_9668.0_1.0
1_3,10.0,Phung_7192.0_1.0
1_3,8.8,Nhut_6687.0_1.0
1_3,8.8,BUI_577.0_1.0
1_3,10.0,Huy_3243.0_1.0
1_3,10.0,Trần_9577.0_1.0
1_3,8.4,Huy_3243.0_1.0
1_3,10.0,Yen_10565.0_1.0
1_3,9.2,NGUYEN_6353.0_1.0
1_3,10.0,Triet_9485.0_1.0
1_3,8.8,Dang_1612.0_1.0
1_3,9.2,Nghi_6524.0_1.0
1_3,10.0,Thị_9259.0_1.0
1_3,10.0,Buu_782.0_1.0
1_3,10.0,Bomin_725.0_1.0
1_3,9.2,tuấn_12833.0_1.0
1_3,10.0,Meriam_5967.0_1.0
1_3,8.4,ahmed_10863.0_1.0
1_3,10.0,Mukhammed_6223.0_1.0
1_3,7.2,Abhinav_91.0_1.0
1_3,8.8,Thi_9046.0_1.0
1_3,8.8,Theo_9033.0_1.0
1_3,9.6,Yeo_10576.0_1.0
1_3,9.2,Yeo_10577.0_1.0
1_3,9.2,Warren_10154.0_1.0
1_3,7.6,HongGhee_3151.0_1.0
1_3,7.2,Alex_206.0_1.0
1_3,10.0,geeta_11256.0_1.0
1_3,9.2,Levy_5271.0_1.0
1_3,8.8,Lawrence_5202.0_1.0
1_3,10.0,Ramy_7515.0_1.0
1_3,9.6,Lim_5324.0_1.0
1_3,10.0,Đồng_13187.0_1.0
1_3,8.8,Zung_10853.0_1.0
1_3,8.4,Chee_1130.0_1.0
1_3,9.6,Brett_750.0_1.0
1_3,7.6,NGUYEN_6349.0_1.0
1_3,8.0,soh_12528.0_1.0
1_3,10.0,oanh_12240.0_1.0
1_3,9.2,richard_12371.0_1.0
1_3,9.2,Ngọc_6634.0_1.0
1_3,8.8,Hen_2993.0_1.0
1_3,10.0,Khan_4768.0_1.0
1_3,6.4,Ling_5346.0_1.0
1_3,6.4,Ling_5346.0_2.0
1_3,8.4,Kim_4885.0_1.0
1_3,9.6,Yeo_10576.0_1.0
1_3,9.6,Yeo_10576.0_2.0
1_3,9.6,Yeo_10576.0_3.0
1_3,10.0,Aleksandr_175.0_1.0
1_3,6.8,Tuck_9626.0_1.0
1_3,10.0,Meriam_5967.0_2.0
1_3,10.0,Lysa_5516.0_1.0
1_3,10.0,Vince_9939.0_1.0
1_3,9.2,chris_11062.0_1.0
1_3,10.0,Erwan_2181.0_1.0
1_3,9.2,Realcoin.vn_7539.0_1.0
1_3,9.6,supanut_12641.0_1.0
1_3,10.0,Duc_1925.0_1.0
1_3,9.6,James_3964.0_1.0
1_3,9.6,Meruyet_5970.0_1.0
1_3,10.0,Lean_5219.0_1.0
1_3,9.2,Christopher_1273.0_1.0
1_3,10.0,BENJAWAN_540.0_1.0
1_3,10.0,สิชาพัชร์_13237.0_1.0
1_3,9.2,Roland_7638.0_1.0
1_3,9.6,Tiên_9337.0_1.0
1_3,10.0,Wichai_10180.0_1.0
1_3,9.6,Khoi_4798.0_1.0
1_3,10.0,Dain_1582.0_1.0
1_3,10.0,Dain_1584.0_1.0
1_3,10.0,Damian_1594.0_1.0
1_3,10.0,Luu_5489.0_1.0
1_3,9.2,david_11129.0_1.0
1_3,9.6,david_11129.0_1.0
1_3,8.4,GEOFFREY_2351.0_1.0
1_3,8.4,ju_11733.0_1.0
1_3,8.0,Choo_1239.0_1.0
1_3,10.0,TRUC_8812.0_1.0
1_3,9.6,Perry_7081.0_1.0
1_3,9.2,Hai_2869.0_1.0
1_3,9.6,RITAR_7477.0_1.0
1_3,9.2,Wae_10123.0_1.0
1_3,10.0,Thomas_9116.0_1.0
1_3,8.0,Phung_7191.0_1.0
1_3,8.0,Minh_6097.0_1.0
1_3,8.8,Chad_1039.0_1.0
1_3,9.2,Debbie_1734.0_1.0
1_3,10.0,Do_1849.0_1.0
1_4,10.0,Kyong_5017.0_1.0
1_4,10.0,Hannah_2924.0_1.0
1_4,10.0,Justin_4433.0_1.0
1_4,10.0,Kim_4891.0_1.0
1_4,10.0,Thuan_9145.0_1.0
1_4,9.6,saco222_12384.0_1.0
1_4,10.0,LUONG_5132.0_1.0
1_4,9.2,trâm_12797.0_1.0
1_4,7.2,Ngoc_6560.0_1.0
1_4,9.2,Hoài_3176.0_1.0
1_4,9.6,Luu_5486.0_1.0
1_4,10.0,Vy_10016.0_1.0
1_4,10.0,Phi_7140.0_1.0
1_4,10.0,Aichau_145.0_1.0
1_4,9.6,Huy_3241.0_1.0
1_4,7.2,Mộc_6281.0_1.0
1_4,9.6,Châu_1327.0_1.0
1_4,10.0,Nguyễn_6606.0_1.0
1_4,7.6,Thanh_9005.0_1.0
1_4,9.6,Huynh_3257.0_1.0
1_4,10.0,Hoai_3099.0_1.0
1_4,10.0,Đào_13148.0_1.0
1_4,8.8,Qui_7390.0_1.0
1_4,10.0,Minh_6098.0_1.0
1_4,8.8,Anh_380.0_1.0
1_4,8.4,Châu_1325.0_1.0
1_4,10.0,Hồ_3474.0_1.0
1_4,10.0,Jun_4401.0_1.0
1_4,10.0,Hoang_3114.0_2.0
1_4,10.0,Dung_1943.0_1.0
1_4,10.0,thái_12740.0_1.0
1_4,8.0,Nữ_6821.0_1.0
1_4,8.0,Nữ_6821.0_2.0
1_4,9.2,Đá_13149.0_1.0
1_4,10.0,bao_10924.0_1.0
1_4,10.0,Đức_13201.0_1.0
1_4,10.0,thanh_12685.0_1.0
1_4,9.6,Ly_5498.0_1.0
1_4,8.8,Linh_5359.0_1.0
1_4,8.8,Anh_380.0_2.0
1_4,10.0,Oanh_6850.0_1.0
1_4,8.8,DƯƠNG_1999.0_1.0
1_4,10.0,Vuong_10011.0_1.0
1_4,9.6,Tuấn_9686.0_1.0
1_4,8.0,sang_12390.0_1.0
1_4,9.6,Kim_4887.0_1.0
1_4,10.0,Trâm_9542.0_1.0
1_4,8.0,Nguyễn_6602.0_1.0
1_4,9.2,Thuy_9169.0_1.0
1_4,8.8,Thanh_9002.0_1.0
1_4,10.0,Nguyen_6579.0_1.0
1_4,9.6,Vy_10019.0_1.0
1_4,8.0,Tấn_9760.0_1.0
1_4,10.0,Du_1916.0_1.0
1_4,9.2,Minh_6096.0_1.0
1_4,10.0,Hằng_3468.0_1.0
1_4,10.0,anh_10901.0_1.0
1_4,8.8,VIET_9840.0_1.0
1_4,10.0,Phan_7127.0_1.0
1_4,9.6,Thảo_9237.0_1.0
1_4,9.6,Khai_4765.0_1.0
1_4,10.0,Duy_1963.0_1.0
1_4,10.0,Vũ_10064.0_1.0
1_4,10.0,Dung_1947.0_1.0
1_4,10.0,Vũ_10063.0_1.0
1_4,10.0,Hương_3435.0_1.0
1_4,10.0,Hanh_2913.0_1.0
1_4,7.2,NGOC_6333.0_1.0
1_4,10.0,Minh_6098.0_1.0
1_4,9.6,Lai_5146.0_1.0
1_4,9.6,Vinh_9953.0_1.0
1_4,10.0,Thuy_9163.0_1.0
1_4,10.0,Vy_10015.0_1.0
1_4,10.0,Nguyen_6578.0_1.0
1_4,10.0,Do_1849.0_1.0
1_4,10.0,Nguyen_6578.0_2.0
1_4,9.6,Ta_8851.0_1.0
1_4,10.0,Xuan_10289.0_1.0
1_4,10.0,Aksan_159.0_1.0
1_4,8.0,Thi_9046.0_1.0
1_4,8.0,Thi_9046.0_1.0
1_4,10.0,Phạm_7254.0_1.0
1_4,10.0,Thị_9260.0_1.0
